rapper
03 Greedo
Brisco
Brotha Lynch Hung
Brother Ali
Bryson Tiller
Bubba Sparxxx
Buckshot
Buckwild
Bumpy Knuckles
Bun B
Burna Boy
Busdriver
Bushwick Bill
Busta Rhymes
Busy Bee Starski
Butch Cassidy
C-Bo
C-Murder
C-Note
C-Rayz Walz
Cadet
Cage
Calboy
Camboy 
Canibus
Capital Steez
Capone
Cappadonna
Cardi B
Casey Veggies
Cash Out
Cashis
Caskey
Casper Nyovest
Cassidy
Cazwell
CeeLo Green
Cellski
Celly Cel
Celph Titled
Cesar Comanche
Ceza
Chamillionaire
Chance the Rapper
Chanel West Coast
Channel 7
Charizma
Charles Hamilton
Charli Baltimore
Chevy Woods
Chi Ali
Chali 2na
Chiddy Bang
Chief Keef
Childish Gambino
Chill Rob G
Chingy
Chingo Bling
Chino XL
Chinx
Chip
Choice
Choppa
Chris Brown
Chris Webby
Christopher Martin
Christopher Reid
Chubb Rock
City Girls
CJ Fly
C Jamm
CL
CL Smooth
Classified
Clinton Sparks
Clyde Carson
Cold 187um
Comethazine
Common
Consequence
Cool Breeze
Cool C
Coolio
Copywrite
Cormega
Cory Gunz
Cordaro Stewart
Count Bass D
The Coup
Craig Mack
Crime Boss
Crooked I
Crucial Star
Cupcakke
Currensy
Curtiss King
Dyhi the
Dyhi t
D-Loc
D-Nice
DaBaby
Da Brat
Da$h
Daddy-O
Daddy Yankee
Dae Dae
Damian Lillard
Dan Bull
Dana Dane
Danny Boy
Danny Brown
Dappy
Dave
Dave East
Daveed Diggs
David Banner
Dareysteel
David Dallas
David Rush
David Stones
Davido
Daz Dillinger
Dazzie Dee
Dee Barnes
Dee Dee King
Dej Loaf
Delyric Oracle
Demrick
Deniro Farrar
Denzel Curry
Derek Minor
Desiigner
Detail
Deuce
Dev
Devin the Dude
Devlin
Diabolic
Diamond
Diamond D
Digital Nas
Diggy Simmons
Dillon Cooper
Disco D
Disco King Mario
Dizzee Rascal
Dizzy Wright
DJ Cash Money
DJ Casper
DJ Clay
DJ Clue?
DJ Drama
DJ Felli Fel
DJ Fuze
DJ Green Lantern
DJ Head
DJ Hurricane
DJ Kay Slay
DJ Khaled
DJ Khalil
DJ Krush
DJ Mustard
DJ Paul
DJ Pooh
DJ Premier
DJ Quik
DJ Run
DJ Screw
DJ Shadow
DJ Yella
DMC
DLOW
DMX
Doap Nixon
Doe B
Dok2
Dolla
Dom Kennedy
Dominic Fike
Domino
Domo Genesis
Don Cannon
Donnis
Dorrough
Doseone
Doug E. Fresh
Doughbeezy
Dr. Dre
Drag-On
Drake
Dres
Dresta
Drew Deezy
Dreezy
Driicky Graham
Droop-E
Dru Down
Drumma Boy
Dumbfoundead
Duncan Mighty
Dyme-A-Duzin
Fabolous
Fam-Lay
Famous Dex
Fashawn
Fat Joe
Fat Pat
Fat Trel
Fatboi
Father MC
Fatman Scoop
Fergie
Fetty Wap
Fiend
FLAME
Flavor Flav
Flavour Navpymg 
Flo Rida
Flying Lotus
Focusg
Fonzworth Bentley
Fort Minor
Foxx
Foxy Brown
Frank Ocean
Frankie J
Frayser Boy
Freak Nasty
Freaky Tah
Fred Durst
Freddie Foxxx
Freddie Gibbs
Fredo
Fredo Santana
Fredro Starr
Fredwreck
Free
Freekey Zekey
Freeway
French Montana
Frenkie
Fresh Kid Ice
Froggy Fresh
Frost
Full Blooded
Funkmaster Flex
Future
G-Dragon
G-Eazy
G. Dep
G Herbo
Gaeko
The Game
Gangsta Blac
Gangsta Boo
Ganksta N-I-P
Gary
GAWVI
Gee Money
General Woo
Ghostface Killah
Ghostemane
Gift of Gab
Giggs
Gilbere Forte
Glasses Malone
GLC
Gnar
Goldie Loc
GoldLink
Gorilla Zoe
Grafh
Grand Puba
Grandmaster Caz
Grandmaster Flash
Greydon Square
Grieves
Gucci Mane
Gudda Gudda
Guerilla Black
Guilty Simpson
Gunna
Gunplay
Guru
GZA
Half a Mill
Hanhae
Hard Kaur
Hasan Salaam
Haitian Jack
Havoc
Heavy D
Hefe Heetroc
Heize
Hemlock Ernst
Hi-C
Hi-Tek
Hit-Boy
Hittman
Hodgy Beats
Honey Cocaine
Hoodie Allen
Hopsin
Hot Dollar
Huey
Hurricane Chris
Hurricane G
Hush
Hussein Fatal
I-20
Iamsu!
Ice Cube
Ice Prince
Ice-T
IDK
Iggy Azalea
IHeartMemphis
Ill Bill
Illmind
ILoveMakonnen
Imran Khan
Indo G
Inspectah Deck
Isaiah Rashad
Iwa K
Iyanya
J Dilla
J-Diggs
J-Hope
J-Kwon
J-Son
J. Cole
J. Stalin
J. Valentine
J.I.D
J.R. Rotem
J.R. Writer
Ja Rule
Jack Parow
The Jacka
Jackie Hill-Perry
Jadakiss
Jaden Smith
Jae Millz
Jahlil Beats
Jahred
Jake Miller
Jake One
Jam Master Jay
Jamal
Jamal Woolard
Jamie Foxx
Jamie Madrox
Jarren Benton
Jason Derulo
Jay Burna
Jay Critch
Jay Electronica
Jay Park
Jay Rock
Jay Z
Jayo Felony
Jaz-O
Jazz Cartier
Jazze Pha
Jean Grae
Jeremiah Jae
Jeremih
Jermaine Dupri
Jennifer Lopez
Jeru the Damaja
Jewell
Jibbs
Jidenna
Jim Jones
Jim Jonsin
Jimmy Wopo
Jipsta
J Hus
Jme
Joe Budden
Joell Ortiz
Joey Badass
John Cena
Johnny nas
Johnty nassma
Joji
Jon Connor
Jorma Taccone
Joyner Lucas
JPEGMAFIA
JT Money
JT the Bigga Figga
Juelz Santana
Juice (anta
Juice WRLD
Juicy J
Junhyung
Jus Allah
Just Ice
Juvenile
K Camp
K Camp
K-Dee
K-OS
K-Solo
K7
K.A.A.N.
Kafani
Kam
Kangol Kid
Kanto
Kanye West
Kap G
Kash Doll
Kastro
Kat Dahlia
Katie Got Bandz
KB
Keak da Sneak
Keith Ape
Keith Murray
Kelis
Kendrick Lamar
Kent Jones
Kerser
Kevin Abstract
Kevin Gates
Kevin McCall
Khia
Khleo
Kia Shine
Kid Capri
Kid Cudi
Kid Frost
Kid Ink
Kid Rock
Kid Sister
Kidd Kidd
Killah Priest
Killer Mike
KILLY
Kilo Ali
King Chip
King Gordy
King L
King Tee
Kirk Knight
Kirko Bangz
KittiB
Kitty
KJ-52
Knero
Knoc-turngzs
KO
KOHH
Kodak Black
Kokane
Kool A.D
Kool G Rap
Kool Herc
Kool Keith
Kool Moe Dee
Koolade
Krayzie Bone
Kreayshawn
Krizz Kaliko
KRS-One
Kung Fu Vampire
Kurious
Kurtis Blow
Kurupt
Kutt Calhoun
Kwam 
Kyle
L.T. Hutton
La Chat
La the Darkman
Lady Luck
Lakey The Kid
Lakim Shabazz
Lakutis
Large Professor
Larry June
Laure
Lauryn Hill
Lazarus
LE
Lecrae
Left Brain
Lex Luger
Lil B
Lil Baby
Lil Bibby
Lil Debbie
Lil Dicky
Lil Durk
Lil Eazy-E
Lil Flip
Lil Gotit
Lil Jon
Lil Keed
Lil Mama
Lil Mosey
Lil Nas X
Lil Peep
Lil Phat
Lil Pump
Lil Reese
Lil Ric
Lil Ru
Lil Scrappy
Lil Skies
Lil Tecca
Lil Tjay
Lil Tracy
Lil Twist
Lil Uzi Vert
Lil Wayne
Lil Wyte
Lil Xan
Lil Yachty
Lil Zane
Lil Zanety
Lil Zanet
Lil Zanet
Lil Zanet
Lil Zane
Lil Za
Lil Zanetyr
Lil Zanet
Lil Zane
Lin Que
Lisa Lopes
Lizzo
LL Cool J
Lloyd Banks
Locksmith
Logic
LoLa Monroe
London On Da Track
Loon
Lord Finesse
Lord Have Mercy
Lord Infamous
Lord Jamar
Los
Louis Logic
Lou the Human
Lovebug Starski
LoveRance
Lowkey
LRoc
Ludacris
Luis Resto
Luni Coleone
Lupe Fiasco
Luther Campbell
M Trill
M-1
M.I.A.
Mac
Mac Dre
Mac Lethal
Mac Mall
Mac Miller
Mac Minister
Machine Gun Kelly
Mack 10
Mack Maine
Macklemore
MadeinTYO
Mad Lion
Madchild
Madlib
Maejor Ali
Magic
Magneto Dayo
Magnolia Shorty
Maino
Manafest
Mann
Mannie Fresh
Marnie 
Mariah Carey
Mark Battles
Marky Mark
Marley Marl
Marvaless
Marz
Mase
Masspike Miles
Masta Ace
Masta Killa
Master P
Master Shortie
Matt Toka
Max B
Maxo Kream
MC Breed
MC Davo
MC Eiht
MC Frontalot
MC Hammer
MC Jin
MC Lyte
MC Mong
MC Paul Barman
MC Pressure
MC Ren
MC Ride
MC Serch
MC Shan
MC Solaar
MC Trouble
MC Tunes
Meechy Darko
Meek Mill
Megan Thee Stallion
Melle Mel
Mellow Man Ace
Memphis Bleek
Messy Marv
Method Man
Metro Boomin
MF Doom
MF Grimm
Mia X
Mic Geronimo
Mick Jenkins
Mickey Factz
MiG Arogan
Mike Dean
Mike G
Mike Jones
Mike Posner
Mike Shinoda
Mike Stud
Mike Will Made It
Mike Zombie
Milo
Mims
Mino
Miryo
Missy Elliott
Mista Grimm
Mistah F.A.B.
Mister Cee
Mitchy Slick
Mo B. Dick
Mod Sun
Money-B
Monie Love
Monoxide Child
Montana of 300
Mopreme Shakur
Mos Def
Mr. Capone-E
Mr. Cheeks
Mr. Collipark
Mr. J. Medeiros
Mr. Lif
Mr. Porter
Mr. Serv-On
Mr. Short Khop
Ms. Jade
Murphy Lee
Murs
Mystikal
Myzery
Montana of 300
N.O. Joe
N.O.R.E.
Napoleon
Nas
Nasty C
Nate Dogg
Nature
Nav
Nebu Kiniza
Necro
Needlz
Nelly
NF
Nick Cannon
Nicki Minaj
Nicky da B
Nicole Wray
Night Lovell
Nikki D
Ninja
Nipsey Hussle
Nitty
"Nitty Scott, MC"
NoClue
No Malice
Noname
Nonchalant
"nothing,nowhere."
The Notorious B.I.G.
Nottz
Nujabes
Nump
Numskull
Nyck Caution
Nyzzy Nyce
O.T. Genasis
Obie Trice
Octavian
Oddisee
Offset
OG Maco
Oh No
OJ da Juiceman
Ol da JuicemanB.I
Olamide
Olivia
Omarion
Omega Red
Omillio Sparks
One Be Lo
Oneya
Open Mike Eagle
P.C.T
Papa Reu
Papoose
Paris
PARTYNEXTDOOR
Pastor Troy
Paul Wall
Peedi Peedi
Peewee Longway
Pacewon
Percee P
Petey Pablo
Pharoahe Monch
Pharrell Williams
Phat Kat
Phife Dawg
Philthy Rich
Phora
Phresher
Phyno
Pill
Pimp C
Pink Guy
Pitbull
Planet Asia
Planetary
Playboi Carti
Plies
PnB Rock
PNC
PNL
Polo G
Porta
Positive K
Post Malone
Pouya
Pras
Preme
Prince Ital Joe
Prince Paul
Prince Po
Problem
Prodigy
Professor Green
Project Pat
Proof
Prozak
Psy
Pusha T
ProfJam
Q-Tip
Quan
Quando Rondo
Quavo
Quazedelic
Queen Latifah
Queen Pen
The Quiett
Quincy Jones III
Qwazaar
Qwel
R. Kelly
Raekwon
Rah Digga
Rahzel
Rakim
Ralo
Rampage
RappinegaRugg
Rapsody
Ramey Dawoud
Ras Kass
Rasheeda
Ravi
Ray Cash
Ray J
Ray Luv
Raz Fresco
RBX
The Real Roxanne
Really Doe
REASON
Red CafD
Red Spyda
Redfoo
Redman
Reef the Lost Cauze
Reema Major
Rejjie Snow
Reks
Remy Ma
Rhymefest
Rich Boy
Rich Brian
Rich Homie Quan
Rich The Kid
Richie Rich
Rick Rock
Rick Ross
Rico Love
Rico Nasty
Riff Raff
Rittz
RJ
RJD2
RM
Rob Sonic
Rob Stone
Roc Marciano
Rockie Fresh
Rocko
Roddy Ricch
Roger Troutman
Romeo Miller
Ronnie Radke
Roots Manuva
Roscoe
Roscoe Dash
Rowdy Rebel
Roxanne Shantn
Royce da 5ant
Russ
Rucka Rucka Ali
Rvssian
Rytmus
Rye Rye
RZA
Roy Woods
`kabo
Saafir
Saba
Sabac Red
Sacario
Sadat X
Sadistik
Sage Francis
Sage the Gemini
SahBabii
Saigon
Sam Sneed
Sammy Adams
San E
San Quinn
Sarkodie
Sauce Money
Savage
Saweetie
Scarface
Scarlxrd
Schoolboy Q
Schoolly D
Scott Storch
Scotty
Scram Jones
Scribe
Scrilla
Scrufizzer
Sean Combs
Sean Paul
Sean Price
Sean T
Serengeti
Serius Jones
Sev Statik
Sha Money XL
Shabazz the Disciple
Shad
Shade Sheist
Shady Nate
Shaggy
Shaggy 2 Dope
Shaquille Opeisc
Shawnna
Shawty Lo
Sheck Wes
Sheek Louch
Shing02
Sho Baraka
Shock G
Shorty
Shorty Mack
Shwayze
Shy Glizzy
Shyheim
Shyne
Sik-K
Silentm
Silkk the Shocker
Silla
Simon D
Sir Jinx
Sir Mix-a-Lot
Sirah
Skee-Lo
Skeme
Skepta
Skinnyman
Ski Mask the Slump God
skinnyfromthe9
Skooly
Skull Duggery
Skyzoo
SL Jones
Sleepy Brown
Slick Rick
Slim Jxmmi
Slim Thug
Slug
Smitty
Smino
Smoke DZA
Smokepurpp
Smooth
Smoothe da Hustler
Snoop Dogg
Snootie Wild
Snow Tha Product
Sole
Solzilla
Sonny Digital
SonReal
Sonsee
Soopafly
Soulja Boy
Soulja Slim
Southside
SpaceGhostPurrp
Special Ed
Spice 1
Spider Loc
Spoonie Gee
Spose
Spot
Stalley
Starlito
Stat Quo
Static Major
Statik Selektah
Steady B
Stefflon Don
Stevie Joe
Stevie Stone
Stezo
Stitches
Sticky Fingaz
Stoka
Stormzy
Stretch
Styles P
Substantial
Suga
Suga Free
Suge Knight
Suffa
Swae Lee
Swagg Man
Sweet Tee
Swings
Swizz Beatz
SwizZz
Syd Tha Kyd
SZA
T La Rock
T-Bone
T-Nutty
T-Pain
T-Wayne
T. Mills
T.I.
T.O.P
Tabi Bonney
Tablo
Taio Cruz
Tairrie B
Takeoff
Talib Kweli
Target
Tay Dizm
Tay-K
TD Cruze
Teairra MarE
Tech N9ne
Tedashii
TeeFlii
Tee Grizzley
Tekitha
Tela
Termanology
Terrace Martin
Teyana Taylor
Tha Chill
Tha City Paper
Tha Trademarc
The Dirtball
The-Dream
The Weeknd
Tierra Whack
Tiffany Foxx
Tim Dog
Timaya
Timbaland
Timbe
Tinie Tempah
Tink (musician)
TobyMac
Tone Lcu
Tone Trump
Tonedeff
Toni Blackman
Tony Yayo
Too Short
Tory Lanez
Tracey Lee
Trae tha Truth
Tragedy Khadafi
Travis Scott
Traxamillion
Tray Deee
Treach
Trey Songz
Trick Daddy
Trick-Trick
Trina
Trinidad James
Trip Lee
Trippie Redd
Tristan Wilds
Troy Ave
Tupac Shakur
Turf Talk
Turk
Tweedy Bird Loc
Twista
Twisted Insane
Ty Dolla Sign
Tyga
Tyler Joseph
"Tyler, The Creator"
Tyra Bolling
U-God
Ugly God
Uncle Murda
Unk
Unknown T
Usher
U$O
V-Nasty
V.I.C.
Vado
Vakill
Val Young
Valete
Valee
Vanilla Ice
Vast Aire
Verbal Jint
Vic Mensa
Vince Staples
Vinnie Paz
Violent J
Viper
VL Mike
Wale
Warren G
Warryn Campbell
Watsky
Wax
WC
Webbie
The Weeknd
Westside Gunn
Wifisfuneral
Wikluh Sky
Wiley
Will Smith
will.i.am
Willie D
Willie the Kid
Willow Smith
Willy Northpole
Wish Bone
Witchdoctor
Wiz Khalifa
Wizkid
Woo Won Jae
Wrekonize
Wyclef Jean
X-Raided
XV
Xzibit
XXXTentacion
Ya Boy
Yaki Kadafi
Yama Buddha
YBN Cordae
YBN Nahmir
YC
YDG
Yelawolf
Yella Beezy
YFN Lucci
YG
YNW Melly
Yo Gotti
Yo Yo Honey Singh
Yoon Mi-rae
Young Bleed
Young Buck
Young Chop
Young Chris
Young Dolph
Young Dro
Young Greatness
Young Jeezy
Young M.A
Young Maylay
Young MC
Young Noble
Young Scooter
Young Thug
YoungBoy Never Broke Again
Your Old Droog
Yo-Yo
Yubin
Yukmouth
Yung Bans
Yung Berg
Yung Gravy
Yung Joc
Yung L.A.
Yung Lean
Yung Ro
Yung Wun
Yung6ix
YZ
Z-Ro
Zack de la Rocha
Zaytoven
Zebra Katz
Zelooperz
Zico
ZillaKami
Zombie Juice
